,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,traveltime,studytime,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Aalc
846,F,17,U,GT3,T,4,2,other,other,2,2,False,False,True,True,True,False,4,3,3,1,2,4,0,17,18,18,1.2857142857142858
847,F,18,R,GT3,T,2,2,at_home,other,3,2,False,True,True,True,False,True,4,3,3,1,1,4,0,9,0,0,1.0
848,M,18,U,LE3,T,1,2,at_home,services,2,1,False,False,False,True,False,False,4,1,4,5,5,1,8,10,11,11,5.0
849,M,18,R,GT3,T,4,4,at_home,services,3,1,True,True,True,True,True,True,2,5,5,1,1,1,5,12,13,14,1.0
850,M,17,R,GT3,T,1,1,other,services,3,1,False,False,False,False,False,False,4,2,3,3,4,4,4,12,13,14,3.2857142857142856
851,F,18,U,GT3,T,2,2,other,other,2,2,False,False,False,True,True,True,1,3,1,1,1,2,4,8,8,10,1.0
852,F,18,U,LE3,T,2,2,services,services,2,3,False,False,True,True,True,True,5,4,5,1,4,3,0,11,12,13,1.8571428571428572
853,F,18,R,LE3,A,4,2,teacher,other,1,2,False,True,True,True,True,True,5,3,1,1,1,5,0,5,0,0,1.0
854,F,18,U,GT3,T,1,1,at_home,services,3,2,False,False,True,False,False,False,4,4,2,1,2,2,2,9,10,10,1.2857142857142858
855,F,19,U,GT3,T,1,1,at_home,services,2,1,False,False,True,False,False,False,5,5,5,2,3,2,0,5,0,0,2.2857142857142856
856,F,17,U,GT3,T,4,2,teacher,other,2,4,False,False,True,True,True,True,4,2,3,3,1,5,0,18,18,18,2.4285714285714284
857,F,17,R,LE3,A,2,1,services,other,2,2,False,True,True,True,True,True,5,3,3,1,2,2,5,11,11,12,1.2857142857142858
858,F,18,U,LE3,A,1,1,at_home,services,1,2,False,False,True,True,False,True,5,2,3,1,2,3,2,8,10,11,1.2857142857142858
859,F,18,U,GT3,T,1,2,at_home,at_home,2,2,False,False,True,False,False,False,4,1,1,1,1,4,0,11,11,12,1.0
860,F,19,R,GT3,A,1,1,at_home,at_home,2,2,False,True,True,False,False,True,3,5,4,1,4,1,0,8,0,0,1.8571428571428572
861,F,18,R,GT3,T,2,2,services,other,2,3,False,False,True,True,True,True,4,2,1,1,1,4,5,14,14,15,1.0
862,M,17,R,GT3,T,4,3,services,other,2,2,True,True,False,True,True,True,4,5,5,1,3,2,4,10,11,11,1.5714285714285714
863,F,18,R,LE3,A,1,2,at_home,other,3,2,False,False,True,True,False,True,4,3,4,1,4,5,0,16,15,15,1.8571428571428572
864,F,17,U,LE3,T,4,4,at_home,at_home,1,2,False,True,True,True,True,True,2,3,4,1,1,1,4,15,14,15,1.0
865,M,18,U,LE3,T,4,4,teacher,services,2,3,False,False,True,True,True,True,4,2,2,2,2,5,0,15,16,16,2.0
866,F,17,R,GT3,T,1,1,other,services,3,1,False,False,True,True,True,True,5,2,1,1,2,1,0,8,8,9,1.2857142857142858
867,F,18,U,GT3,T,2,3,at_home,services,2,1,False,False,True,True,True,True,5,2,3,1,2,4,0,10,10,10,1.2857142857142858
868,F,18,R,GT3,T,4,4,other,teacher,3,2,False,False,False,True,True,True,3,2,2,4,2,5,0,7,5,0,3.4285714285714284
869,M,18,R,LE3,T,1,2,at_home,services,3,1,False,True,True,False,True,True,4,3,3,2,3,3,3,9,10,10,2.2857142857142856
870,F,19,R,GT3,T,1,1,at_home,other,2,2,False,False,True,True,True,True,4,3,3,1,1,3,4,7,8,9,1.0
871,F,18,R,LE3,T,4,4,teacher,services,1,2,False,True,True,True,True,False,5,4,3,3,4,2,1,13,14,14,3.2857142857142856
872,F,18,U,GT3,T,3,3,other,other,1,2,False,False,True,True,True,True,4,1,3,1,2,1,1,16,16,16,1.2857142857142858
873,F,17,R,GT3,T,3,1,at_home,other,1,2,False,True,False,True,True,False,4,5,4,2,3,1,10,8,9,9,2.2857142857142856
874,M,18,U,GT3,T,4,4,teacher,teacher,1,2,False,True,False,True,True,False,3,2,4,1,4,2,4,17,18,19,1.8571428571428572
875,F,18,R,GT3,T,2,2,at_home,other,2,3,False,False,True,True,False,False,5,3,3,1,3,4,0,14,17,15,1.5714285714285714
876,F,17,U,GT3,T,4,3,teacher,other,2,2,False,False,True,True,True,False,5,5,4,1,1,1,0,6,9,11,1.0
877,F,18,R,GT3,T,4,4,teacher,at_home,3,1,False,True,True,True,True,True,4,4,3,2,2,5,4,7,9,10,2.0
878,F,18,U,LE3,T,3,1,teacher,services,1,2,False,False,True,True,True,False,4,3,4,1,1,1,4,15,15,16,1.0
879,F,18,U,GT3,T,1,1,other,other,2,2,False,True,True,True,False,False,1,1,1,1,1,5,6,11,12,9,1.0
